food_name_in_french,sodium_chloride_in_g_for_100g,calcium_in_mg_for_100g,chloride_in_mg_for_100g,copper_in_mg_for_100g,iron_in_mg_for_100g,iodine_in_µg_for_100g,magnesium_in_mg_for_100g,manganese_in_mg_for_100g,phosphorus_in_mg_for_100g,potassium_in_mg_for_100g,selenium_in_µg_for_100g,sodium_in_mg_for_100g,zinc_in_mg_for_100g
"Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux",,752.0,,,,7.0,30.0,,150.0,320.0,,217.0,
"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux",,511.0,,,,20.0,20.0,,85.0,140.0,15.0,297.0,
"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux",,607.0,432.0,,,,35.0,,105.0,180.0,,277.0,1.0
Barre céréalière diététique hypocalorique,,281.0,,,,43.0,,,354.0,763.0,,300.0,
Barre céréalière chocolatée,,260.0,249.0,,,4.0,45.0,,280.0,217.0,,201.0,1.0
Barre céréalière aux fruits,,84.0,306.0,,,20.0,91.0,,241.0,392.0,,249.0,
Barre céréalière aux amandes ou noisettes,,37.0,304.0,,,7.0,73.0,,190.0,240.0,,179.0,
Barre céréalière chocolatée aux fruits,,,,,,,,,,,,221.0,
"Baba au rhum, préemballé",,,,,,,,,,,,,
Gâteau (aliment moyen),,,,,,,,,150.0,161.0,,292.0,
Gâteau Paris-Brest (pâte à choux crème mousseline praliné),,73.0,190.0,,,,23.0,,110.0,160.0,,119.0,
"Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises)",,53.0,71.0,,,,32.0,,98.0,190.0,,69.0,
"Gâteau mousse de fruits sur génoise, type miroir, bavarois",,,70.0,,,3.0,,,57.0,97.0,,,
Entremets type Opéra,,42.0,,,,,44.0,,110.0,240.0,,42.0,
Fraisier ou framboisier,,,,,,,,,76.0,105.0,,,
Baba au rhum,,24.0,122.0,,,,,,41.0,60.0,,87.0,
Canelé,,,61.0,,,,,,,,,,
Macaron moelleux fourré à la confiture ou à la crème,,81.0,73.0,,,2.0,,,111.0,290.0,,,
Bûche de Noël pâtissière,,,90.0,,,,,,94.0,157.0,,,
"Brownie au chocolat, préemballé",,42.0,179.0,,5.0,12.0,47.0,,140.0,330.0,,138.0,
Rocher coco ou Congolais (petit gâteau à la noix de coco),,,,,1.0,,,,,345.0,,44.0,1.0
Biscuit de Savoie,,140.0,,,,25.0,12.0,,324.0,93.0,,749.0,
"Quatre-quarts, fabrication artisanale",,23.0,145.0,,,,,,160.0,94.0,,206.0,
"Quatre-quarts, préemballé",,19.0,390.0,,,,10.0,,190.0,92.0,,426.0,
"Barre pâtissière, préemballé",,15.0,461.0,,,,10.0,,190.0,140.0,,512.0,
"Gâteau au citron, tout type",,,,,,,,,,170.0,,217.0,
Far aux pruneaux,,71.0,174.0,,,,16.0,,85.0,230.0,,93.0,
Kouign Amann,,20.0,561.0,,,,11.0,,59.0,86.0,,340.0,
Pain d'épices,,4.0,76.0,,,2.0,,,88.0,,,189.0,
Pain d'épices fourré ou nonette,,,,,,,,,,77.0,,163.0,
Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),,,46.0,,,20.0,95.0,,125.0,255.0,,,
Corne de gazelle (pâtisserie orientale aux amandes et sirop),,,140.0,,1.0,40.0,,,70.0,165.0,,,
Chou à la crème (chantilly ou pâtissière),,,216.0,,,,,,,104.0,,110.0,
"Chou à la crème chantilly, Saint-honoré",,,230.0,,,,,,75.0,108.0,,149.0,
Chou à la crème pâtissière,,,201.0,,,,10.0,,76.0,,,,
Éclair,,,,,,24.0,11.0,,107.0,117.0,12.0,,
Tarte aux fruits et crème pâtissière,,42.0,180.0,,,,11.0,,56.0,150.0,,104.0,
"Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados)",,39.0,152.0,,,,16.0,,75.0,180.0,,93.0,
Tarte au citron,,,,,,,,,67.0,,,,
Tarte ou tartelette aux pommes,,,194.0,,,3.0,11.0,,36.0,149.0,,122.0,
Tarte aux fraises,,,,,,,18.0,,70.0,146.0,,,
Crumble aux pommes,,,,,,50.0,,,32.0,,,34.0,
Tarte aux abricots,,25.0,182.0,,6.0,,,,,,,,
Tarte aux fruits rouges,,,61.0,,,,,,,,,,
Tarte Tatin aux pommes,,,100.0,,,,,,41.0,100.0,,76.0,
"Tarte au chocolat, fabrication artisanale",,53.0,110.0,,,,47.0,,120.0,230.0,,,
Tarte ou tartelette aux fruits,,,,,,5.0,14.0,,,157.0,,152.0,
Flan pâtissier aux oeufs ou à la parisienne,,72.0,188.0,,,,9.0,,73.0,120.0,,94.0,
Charlotte aux fruits,,,,,,50.0,,1.0,41.0,138.0,5.0,,
Gâteau au chocolat,,153.0,,,,10.0,,,159.0,184.0,,304.0,
"Gâteau moelleux au chocolat, préemballé",,,61.0,,,,,,,,,120.0,
Gâteau au yaourt,,,,,,,,,,,,267.0,
Gâteau au fromage blanc,,51.0,,,,10.0,11.0,,93.0,90.0,,200.0,
Gâteau moelleux nature type génoise,,,,,,,,,,141.0,,200.0,
Galette des rois feuilletée,,,,,,,,,,,,,
"Galette des rois feuilletée, fourrée frangipane, et Pithiviers",,,428.0,,,,,,113.0,169.0,,280.0,
"Crêpe, nature, préemballée, rayon frais",,75.0,323.0,,,,14.0,,120.0,140.0,,240.0,
"Crêpe, nature, préemballée, rayon température ambiante",,63.0,,,,11.0,,,87.0,162.0,6.0,685.0,
"Galette de sarrasin, nature, préemballée",,,1020.0,,,20.0,,,,188.0,,520.0,
"Gâteau basque, crème pâtissière",,27.0,189.0,,,,11.0,,110.0,100.0,,189.0,
"Gâteau basque, cerises",,,,,,,,,,,,170.0,
"Crêpe fourrée au sucre, préemballée",,,,,,,,,,,,572.0,
"Crêpe fourrée à la confiture, maison",,,,,,,,,144.0,126.0,,356.0,
"Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, maison",,,,,,,,,190.0,223.0,,359.0,
"Crêpe fourrée chocolat, préemballée",,71.0,497.0,,,,36.0,,120.0,240.0,,330.0,
"Crêpe fourrée fraise, préemballée",,,,,,,,,,,,400.0,
"Gaufre fine fourrée au miel, préemballée",,17.0,250.0,,,,24.0,,91.0,130.0,,308.0,
"Gaufre bruxelloise ou liégeoise, préparation artisanale",,48.0,452.0,,,20.0,18.0,,190.0,160.0,,394.0,
"Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée",,,,,,,,,,,,323.0,
"Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée",,,,,,,,,,,,250.0,
"Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée",,,,,,,,,,,,328.0,
"Gaufre croustillante (fine ou sèche), chocolatée, préemballée",,,,,,,,,,,,300.0,
"Beignet rond moelleux, sans fourrage, saupoudré de sucre",,24.0,578.0,,,,18.0,,140.0,93.0,,444.0,
Beignet à la confiture,,,,,,15.0,,,85.0,79.0,,283.0,
"Beignet fourré aux fruits, préemballé",,39.0,,,,,,,,,,338.0,
"Beignet fourré goût chocolat, préemballé",,80.0,472.0,,2.0,,32.0,,110.0,180.0,,280.0,
Pâtisserie (aliment moyen),,66.0,,,,12.0,,,,172.0,,156.0,
"Cake aux fruits, préemballé",,42.0,272.0,,,11.0,13.0,,92.0,190.0,,234.0,
"Gâteau marbré, prémballé",,30.0,272.0,,,,19.0,,160.0,160.0,,268.0,
"Gâteau sablé aux fruits, préemballé",,,,,,,,,,,,240.0,
"Gâteau moelleux aux fruits, prémballé",,,,,,,,,,,,356.0,
"Gâteau moelleux aux fruits à coque, prémballé",,,,,,,,,,,,199.0,
"Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait, prémballé",,,,,,30.0,,,158.0,259.0,,205.0,
"Génoise fourrée et nappée au chocolat, prémballé",,120.0,182.0,,,20.0,38.0,,140.0,289.0,,171.0,
"Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, prémballé",,,,,,8.0,,,134.0,123.0,,193.0,
"Muffin, aux myrtilles ou au chocolat",,,294.0,,2.0,,,,158.0,100.0,,352.0,
"Madeleine, pur beurre, préemballée",,20.0,256.0,,,20.0,11.0,,140.0,81.0,,275.0,
"Madeleine au chocolat, préemballée",,36.0,358.0,,,,24.0,,170.0,160.0,,324.0,
"Madeleine ordinaire, préemballée",,19.0,380.0,,,,,,150.0,83.0,,355.0,
Tarte aux poires amandine,,37.0,,,,,27.0,,84.0,140.0,,,
Gâteau aux amandes type financier,,54.0,150.0,,,,51.0,,140.0,180.0,,189.0,
"Gâteau aux amandes, préemballé",,,,,,,,,,,,200.0,
Mille-feuille,,,,,,,,,71.0,111.0,,168.0,
"Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen)",,,106.0,,,,,,,122.0,,55.0,
Barre glacée chocolatée,,145.0,153.0,,,16.0,,,48.0,251.0,,115.0,
"Glace ou crème glacée, bâtonnet, enrobé de chocolat",,,130.0,,,,,,122.0,,,,
"Glace ou crème glacée, cône (taille standard)",,109.0,106.0,,,22.0,,,100.0,216.0,,52.0,
"Glace ou crème glacée, en bac",,,233.0,,,,,,,190.0,,46.0,
Glace au yaourt,,,,,,,,,,,,37.0,
"Glace ou crème glacée, gourmande, en bac",,,,,,,,,,,,,
"Glace ou crème glacée, gourmande, en pot",,110.0,130.0,,,,21.0,,110.0,210.0,,,
"Glace ou crème glacée, mini cône",,,,,,,,,,,,113.0,
"Glace ou crème glacée, pot individuel",,,122.0,,,,,,,,,,
"Glace ou crème glacée, bac ou pot (aliment moyen)",,,233.0,,,10.0,,,,190.0,10.0,,
"Glace ou crème glacée, petit pot enfant",,119.0,,,,,,,,,,,
"Sorbet, bâtonnet",,,,,,,,,,21.0,,,
"Sorbet, en bac",,54.0,,,,1.0,8.0,,40.0,96.0,,,
"Sorbet, pot individuel",,,,,,,,,,,,,
Glace à l'eau,,,,,,,,,,13.0,,,
"Sorbet, cône",,,,,,,,,,,,,
Profiterole avec glace vanille et sauce chocolat,,,,,1.0,30.0,,,48.0,261.0,6.0,97.0,
Pêche melba,,,,,,,,,,144.0,,,
Dessert glacé type mystère ou vacherin,,38.0,,,,,9.0,,40.0,120.0,,,
"Dessert glacé, type sundae",,,158.0,,,,,,,,,,
"Dessert glacé feuilleté, à partager",,,,,,,,,,,,72.0,
Omelette norvégienne,,61.0,110.0,,,20.0,11.0,,71.0,160.0,,,
Poire belle Hélène,,,,,,,,,,176.0,,,
Nougat glacé,,95.0,200.0,,,,43.0,,120.0,230.0,,,
Citron givré ou Orange givrée (sorbet),,,,,,,,,,,,,
Coupe glacée type café ou chocolat liégeois,,,,,,,,,,,,,
Bûche glacée,,,,,,,,,,,,,
Coupe glacée parfum pêche Melba ou poire Belle-Hélène,,,,,,,,,,,,36.0,
"Beurre à 82% MG, doux",,,,,,,,,24.0,28.0,,25.0,
Huile de beurre ou Beurre concentré,,4.0,,,,,0.0,0.0,3.0,,,2.0,
"Beurre à 80% MG, demi-sel",,,1200.0,,,,,,24.0,39.0,,762.0,
"Beurre à 80% MG, salé",,24.0,1090.0,,,,,,24.0,35.0,,1010.0,
"Beurre à 82% MG, doux, tendre",,,,,,,,,,,,,
"Beurre à 60-62% MG, à teneur réduite en matière grasse, doux",,18.0,,,,,,,20.0,27.0,,18.0,
"Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel",,48.0,,0.0,,2.0,5.0,,34.0,71.0,,450.0,
"Beurre ou assimilé allégé (léger ou à teneur reduite en matière grasse), doux (aliment moyen)",,,,,,,,,,,,161.0,
"Beurre à teneur en matière grasse inconnue (allégé ou non), demi-sel (aliment moyen)",,,1200.0,,,,,,,,5.0,743.0,
"Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen)",,,,,,,,,,,,,
"Beurre à 39-41% MG, léger, doux",,,,,,2.0,,,,,,178.0,
"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux",,18.0,465.0,,,,,,14.0,,,286.0,
"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux",,,222.0,,,,,,15.0,,,250.0,
Huile ou beurre de cacao,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Huile ou graisse de coco (coprah), sans précision",0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
"Huile ou graisse de coco (coprah), raffinée",0.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matière grasse ou graisse végétale solide (type margarine) pour friture,,,,,,,,,,,,,
Huile ou beurre de karité,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0
"Huile pour friture, sans précision",,,,,,,,,,,,,
"Huile de palme, sans précision",0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0
Huile de palme raffinée,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,
"Huile ou graisse de palmiste, sans précision",0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
Huile végétale (aliment moyen),,,,,,,,,,,,,
Huile d'amandes d'abricot,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0
Huile d'amande,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0
Huile d'arachide,,,,,,,,,,,,,
Huile d'avocat,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
Huile de germe de blé,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0
Huile de carthame,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
Huile de colza,0.0,,0.0,,,0.0,,,0.0,,,,
Huile de coton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de lin,0.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,
Huile de maïs,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de noisette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de noix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Huile d'olive vierge extra,,,,,,,,,,,,,
Huile de pavot,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0
Huile de pépins de raisin,,,,,,,,,,,,,
Huile de son de riz,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0
Huile de sésame,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0
Huile de soja,0.0,,,,,,,,0.0,,,,
Huile de tournesol,,,,,,,,,,,,10.0,
Huile combinée (mélange d'huiles),,,0.0,,,0.0,,,0.0,,,,
"Huile combinée, mélange d'huile d'olive et de graines",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'argan ou d'argane,,,,,,,,,,,,,
"Matière grasse végétale (type margarine) à 80% MG, salée",,,,,,,,,,,,710.0,
"Matière grasse végétale ou margarine, 80% MG, doux",,,147.0,,,,,,,,,174.0,
"Matière grasse végétale (type margarine) à 70% MG, doux",,,459.0,,,,,,,,,265.0,
"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",,,225.0,,,,,,,19.0,,146.0,
"Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen)",,,440.0,,,5.0,,,,,,240.0,
"Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen)",,,378.0,,,5.0,,,14.0,,,160.0,
"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux",,,236.0,,,,,,16.0,,,212.0,
"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel",,,919.0,,,,,,46.0,117.0,,650.0,
"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3",,,234.0,,,,,,,,,120.0,
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3",,,177.0,,,,,,,,,147.0,
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel",,,1050.0,,,,,,18.0,35.0,,500.0,
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal",,,209.0,,,,,,,12.0,,127.0,
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3",,,727.0,,,,,,,,,550.0,
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux",,,381.0,,,,,,14.0,,,159.0,
"Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal",,,,,,,,,,,,490.0,
Matière grasse mélangée (végétale et laitière) à 50-63% MG,,16.0,299.0,,,,,,17.0,51.0,,174.0,
"Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel",,,,,,,,,,,,600.0,
"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG",,51.0,237.0,,,,5.0,,42.0,120.0,,217.0,
"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel",,,,,,,,,,,,700.0,
Huile de foie de morue,,,,,,400.0,,,0.0,0.0,,,
Huile de sardine,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
Huile de saumon,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
Huile de hareng,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
Saindoux,,1.0,,,,,1.0,,3.0,1.0,,2.0,
"Lard gras, cru",,2.0,,,,,2.0,,38.0,65.0,,11.0,
Graisse de poulet,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0
Graisse de canard,0.0,0.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,0.0,0.0
Graisse d'oie,0.0,0.0,,,0.0,2.0,0.0,,0.0,0.0,,0.0,0.0
Graisse de dinde,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0
Huile de paraffine,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0
Sauce (aliment moyen),,,1200.0,,,,,,,162.0,,853.0,
"Ketchup, préemballé",,,1810.0,,,2.0,,,33.0,485.0,,1030.0,
"Sauce tartare, préemballée",,15.0,1390.0,,,,,,25.0,54.0,,799.0,
"Mayonnaise (70% MG min.), préemballée",,,911.0,,,30.0,,,23.0,,,552.0,
"Ketchup allégé en sucres, préemballé",,,,,,,,,,,,1000.0,
"Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée, préemballée",,,1520.0,,,,,,,70.0,,936.0,
"Sauce barbecue, préemballée",,46.0,1080.0,,,,12.0,,15.0,220.0,,706.0,
"Sauce soja, préemballée",,,,,,1.0,,,128.0,547.0,,7440.0,
"Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), préemballée",,,,,,1.0,,,,,,953.0,
"Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée",,21.0,1240.0,,,,,,15.0,32.0,,761.0,
"Sauce vinaigrette (50 à 75% d'huile), préemballée",,20.0,1550.0,,,,12.0,,33.0,110.0,,1010.0,
"Harissa (sauce condimentaire), préemballée",,,1920.0,,,,,,63.0,710.0,,1120.0,
"Sauce bourguignonne, préemballée",,15.0,1600.0,,,,,,35.0,210.0,,1080.0,
"Sauce moutarde, préemballée",,,1380.0,,,4.0,,,36.0,,,940.0,
Sauce au yaourt,,141.0,,,,,,,,230.0,,510.0,
"Sauce américaine, préemballée",,,,,,,,,,,,1180.0,
"Sauce aïoli, préemballée",,,,,,,,,,,,736.0,
"Sauce crudités ou Sauce salade, préemballée",,28.0,1410.0,,,,,,23.0,56.0,,949.0,
"Sauce Nuoc Mâm ou Sauce au poisson, préemballée",,,,,,,,,,,,8860.0,
"Sauce burger, préemballée",,19.0,,,,,,,30.0,,,847.0,
"Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée",,,1810.0,,,,,,,,,1010.0,
"Sauce kebab, préemballée",,,,,,,,,,,,600.0,
"Sauce rouille, préemballée",,,,,,,,,,,,470.0,
"Sauce au poivre, condimentaire, froide, préemballée",,,,,,,,,,,,924.0,
Sauce froide (aliment moyen),,,1310.0,,,,11.0,,,119.0,,978.0,
Caviar de tomates,,61.0,1350.0,,1.0,,24.0,,42.0,470.0,,835.0,
"Sauce soja sucrée, préemballée",,18.0,4210.0,,,,17.0,,39.0,410.0,,2760.0,
"Sauce pour nems à base de nuoc-mam dilué, préemballée",,,2350.0,,,,29.0,,,53.0,,1710.0,
"Sauce végétale type bolognaise, préemballée",,27.0,525.0,,,,25.0,,52.0,400.0,,309.0,
"Sauce teriyaki, préemballée",,25.0,,,,,61.0,0.0,154.0,225.0,,3830.0,
"Tzatziki, à base yaourt, préemballé",,88.0,574.0,,,,,,100.0,150.0,,351.0,
"Tzatziki, à base fromage frais, préemballé",,,,,,,,,,,,310.0,
"Guacamole, préemballé",,18.0,765.0,,,20.0,,,27.0,440.0,,543.0,
"Houmous, préemballé",,,,,,,,,,,,472.0,
"Caviar d'aubergine, préemballé",,,,,,,,,,,,562.0,
"Sauce béchamel, préemballée",,,567.0,,,25.0,,,33.0,126.0,,274.0,
"Sauce béarnaise, préemballée",,15.0,1210.0,,,,,,23.0,39.0,,778.0,
"Sauce hollandaise, préemballée",,17.0,721.0,,,,,,34.0,62.0,,476.0,
"Sauce tomate aux oignons, préemballée",,,551.0,,,,,,26.0,553.0,,467.0,
"Sauce armoricaine, préemballée",,,,,,,,,,,,530.0,
"Sauce tomate à la viande ou Sauce bolognaise, préemballée",,,844.0,,,8.0,,,40.0,426.0,,469.0,
"Sauce au poivre vert, préemballée",,,,,,,,,,,,317.0,
"Sauce madère, préemballée",,,,,,,,,,160.0,,440.0,
"Sauce à l'échalote à la crème, préemballée",,,,,,,,,,,,647.0,
"Sauce carbonara, préemballée",,,,,,,,,,,,590.0,
"Sauce chasseur, préemballée",,,,,,,,,,,,410.0,
"Sauce au curry, préemballée",,,737.0,,,10.0,,,,139.0,,447.0,
"Sauce au beurre blanc, préemballée",,,,,,,,,,,,463.0,
"Sauce béchamel, maison",,118.0,,,,,14.0,,98.0,156.0,,354.0,
"Sauce au beurre, préemballée",,,798.0,,,2.0,,,24.0,,,543.0,
Sauce à la crème,,,,,,,,,,,,551.0,
"Sauce aux champignons, préemballée",,,543.0,,,9.0,,,,90.0,,360.0,
Sauce à la crème aux épices,,,,,,,,,,,,517.0,
Sauce à la crème aux herbes,,27.0,,,,,6.0,,,,,555.0,
"Sauce aigre douce, préemballée",,13.0,877.0,,,,12.0,,15.0,48.0,,406.0,
Sauce au vin rouge,,,,,,,,,,90.0,,678.0,
"Sauce basquaise ou Sauce aux poivrons, préemballée",,,762.0,,,,,,,,,460.0,
"Sauce tomate aux champignons, préemballée",,12.0,855.0,,,,14.0,,32.0,150.0,,410.0,
"Sauce tomate aux olives, préemballée",,30.0,782.0,,,,,,30.0,160.0,,738.0,
"Sauce pesto, préemballée",,150.0,1690.0,,,,36.0,,94.0,200.0,,1060.0,
"Sauce au poivre, chaude, préemballée",,19.0,911.0,,,,,,31.0,60.0,,630.0,
"Sauce au fromage pour risotto ou pâtes, préemballée",,,,,,,,,,,,543.0,
"Sauce au roquefort, préemballée",,,,,,,,,,,,495.0,
"Sauce aux champignons et à la crème, préemballée",,,,,,,,,,,,383.0,
"Sauce grand veneur, préemballée",,,,,,,,,,,,440.0,
"Sauce indienne type tandoori ou tikka masala, préemballée",,,,,,,,,,,,930.0,
"Sauce tomate aux petits légumes, préemballée",,,,,,,,,,,,389.0,
"Sauce tomate au fromage, préemballée",,,,,,,,,,,,516.0,
"Sauce pesto rosso, préemballée",,,,,,,,,,,,775.0,
Sauce chaude (aliment moyen),,,710.0,,,,,,,316.0,,466.0,
"Sauce à l'oseille, préemballée",,,,,,,,,,,,,
"Céleri rémoulade, préemballé",,34.0,675.0,,,,,,40.0,260.0,,469.0,
"Meloukhia, sauce, artisanale",,,764.0,,,,,,,179.0,,378.0,
"Sauce au chocolat, préemballée",,,,,,,,,,,,,
"Crème anglaise, préemballée",,110.0,101.0,,,,10.0,,91.0,140.0,,,
"Cornichon, au vinaigre",,65.0,1310.0,,,,23.0,,26.0,120.0,,689.0,
Moutarde,,,,,,3.0,,,130.0,150.0,6.0,1860.0,
Vinaigre,,9.0,,,,,,,19.0,,,,
Moutarde à l'ancienne,,110.0,2920.0,,,,95.0,,210.0,200.0,70.0,1960.0,
"Câpres, au vinaigre",,40.0,,,,,33.0,,10.0,40.0,,1620.0,
Tapenade,,63.0,,,,,20.0,,23.0,258.0,,1280.0,
Oignon au vinaigre,,24.0,,,,,12.0,,29.0,110.0,,908.0,
Vinaigre de cidre,,7.0,,,,,5.0,,8.0,73.0,,5.0,
Vinaigre balsamique,,18.0,,,,,12.0,,24.0,160.0,,27.0,
"Cornichon, aigre-doux",,,,,,,,,,,,386.0,
Vinaigre de vin rouge,,10.0,,,,,,,11.0,74.0,,,
"Olive noire, en saumure, égouttée",,80.0,1070.0,,,,16.0,,,19.0,,706.0,
"Olive verte, en saumure, égouttée",,58.0,1760.0,,,,24.0,,,31.0,,1260.0,
"Olive noire, à l'huile (à la grecque)",,110.0,4610.0,,,,29.0,,60.0,320.0,,3380.0,
"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",,,1880.0,,,,,,,,,1110.0,
Olive (aliment moyen),,,1720.0,,,,22.0,,,,,1210.0,
Olive noire (aliment moyen),,,1580.0,,,10.0,,,,62.0,25.0,1090.0,
"Bouillon de boeuf, déshydraté",33.0,,27900.0,,,,,,127.0,344.0,,13200.0,
"Fond de veau pour sauces et cuisson, déshydraté",,39.0,9770.0,,,,30.0,,170.0,450.0,,6660.0,
"Fond de volaille pour sauces et cuisson, déshydraté",,,,,,,,,,,,4990.0,
"Court-bouillon pour poissons, déshydraté",,,,,,,,,,,,19000.0,
"Bouillon de volaille, déshydraté",,,,,,,,,,,,19800.0,
"Gelée au madère, déshydratée",,66.0,,,,,2.0,,440.0,45.0,,11500.0,
Gelée au madère,,,,,,,,,,,,590.0,
"Fond de veau, préemballé",,,,,,,,,,,,340.0,
"Pizza, sauce garniture pour",,50.0,,,,,18.0,,29.0,908.0,,234.0,
"Bouillon de viande et légumes type pot-au-feu, déshydraté",,,,,,,,,,511.0,,21600.0,
"Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté",,23.0,28500.0,,,,15.0,,100.0,300.0,,19400.0,
"Bouillon de viande et légumes type pot-au-feu, dégraissé, déshydraté",,34.0,28400.0,,,,16.0,,140.0,600.0,,19300.0,
"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)",,,60800.0,,,,,,8.0,,,39100.0,
Sel au céleri,,,,,,,,,,,,35000.0,
"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)",,,60800.0,,,1860.0,,,,,,39100.0,
