food_name_in_french,retinol_in_µg_for_100g,beta_carotene_in_µg_for_100g,vitamin_d_in_µg_for_100g,vitamin_e_in_mg_for_100g,vitamin_k1_in_µg_for_100g,vitamin_k2_in_µg_for_100g,vitamin_c_in_mg_for_100g,vitamin_b1_thiamine_in_mg_for_100g,vitamin_b2_riboflavin_in_mg_for_100g,vitamin_b3_niacin_in_mg_for_100g,vitamin_b5_pantothenic_acid_in_mg_for_100g,vitamin_b6_in_mg_for_100g,vitamin_b9_total_folate_in_µg_for_100g,vitamin_b12_in_µg_for_100g
"Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée",,,,,,,,,,,,,,
"Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée",,,,,,,,,,,,,,
"Gaufre croustillante (fine ou sèche), chocolatée, préemballée",,,,,,,,,,,,,,
"Beignet rond moelleux, sans fourrage, saupoudré de sucre",,,,,,,0.0,,,,,,,
Beignet à la confiture,16.0,8.0,0.0,,,,0.0,,,,,,17.0,
"Beignet fourré aux fruits, préemballé",,,,,,,,,,,,,,
"Beignet fourré goût chocolat, préemballé",,,,,,,,,,,,,,
Pâtisserie (aliment moyen),,,,,,,,,,,,,,
"Cake aux fruits, préemballé",,,,,,,,,,,,,,
"Gâteau marbré, prémballé",,,,,,,,,,,,,,
"Gâteau sablé aux fruits, préemballé",,,,,,,,,,,,,,
"Gâteau moelleux aux fruits, prémballé",,,,3.0,,,,,,,,,30.0,
"Gâteau moelleux aux fruits à coque, prémballé",,,,,,,,,,,,,,
"Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait, prémballé",18.0,,,4.0,,,,,,,,,34.0,
"Génoise fourrée et nappée au chocolat, prémballé",18.0,15.0,,,,,,,,,,,,
"Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, prémballé",20.0,,,,,,,,,,,,29.0,
"Muffin, aux myrtilles ou au chocolat",71.0,,,,,,,,,,,,,
"Madeleine, pur beurre, préemballée",206.0,151.0,,,,,,,,,,,,
"Madeleine au chocolat, préemballée",,17.0,,,,,,,,,,,,
"Madeleine ordinaire, préemballée",,,,,,,,,,,,,,
Tarte aux poires amandine,103.0,,,,,,,,,,,,109.0,
Gâteau aux amandes type financier,166.0,,,,,,,,,,,,,
"Gâteau aux amandes, préemballé",,,,,,,,,,,,,,
Mille-feuille,65.0,,,,,,,,,,,,,
"Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen)",,,,,,,,,,,,,,
Barre glacée chocolatée,58.0,42.0,,,,,,,,,,,,
"Glace ou crème glacée, bâtonnet, enrobé de chocolat",134.0,0.0,,,,,,,,,,,,
"Glace ou crème glacée, cône (taille standard)",,5.0,,,,,1.0,,,,,,8.0,
"Glace ou crème glacée, en bac",,172.0,,,,,,,,,,,10.0,
Glace au yaourt,,,,,,,,,,,,,,
"Glace ou crème glacée, gourmande, en bac",,,,,,,,,,,,,,
"Glace ou crème glacée, gourmande, en pot",124.0,,,,,,,,,,,,,
"Glace ou crème glacée, mini cône",246.0,,,,,,,,,,,,,
"Glace ou crème glacée, pot individuel",,,,,,,,,,,,,,
"Glace ou crème glacée, bac ou pot (aliment moyen)",,172.0,,,,,,,,,,,10.0,
"Glace ou crème glacée, petit pot enfant",,,,,,,,,,,,,,
"Sorbet, bâtonnet",,,,,,,,,,,,,,
"Sorbet, en bac",12.0,1.0,0.0,,0.0,,,,,,,,4.0,
"Sorbet, pot individuel",,,,,,,,,,,,,,
Glace à l'eau,0.0,542.0,0.0,0.0,,,,,,,,,,
"Sorbet, cône",,,,,,,,,,,,,,
Profiterole avec glace vanille et sauce chocolat,125.0,25.0,,,,,,,,,,,20.0,
Pêche melba,,132.0,,,,,,,,,,,,
Dessert glacé type mystère ou vacherin,,,,,,,,,,,,,,
"Dessert glacé, type sundae",,,,,,,,,,,,,,
"Dessert glacé feuilleté, à partager",,,,,,,,,,,,,,
Omelette norvégienne,,,,,,,,,,,,,,
Poire belle Hélène,,,,,,,,,,,,,,
Nougat glacé,,27.0,,,,,,,,,,,,
Citron givré ou Orange givrée (sorbet),,,,,,,,,,,,,,
Coupe glacée type café ou chocolat liégeois,,,,,,,,,,,,,,
Bûche glacée,,,,,,,,,,,,,,
Coupe glacée parfum pêche Melba ou poire Belle-Hélène,,,,,,,,,,,,,,
"Beurre à 82% MG, doux",675.0,158.0,,,7.0,15.0,0.0,,,,,,3.0,
Huile de beurre ou Beurre concentré,824.0,193.0,,,,,0.0,,,,,,0.0,
"Beurre à 80% MG, demi-sel",697.0,158.0,,,7.0,,0.0,,,,,,3.0,
"Beurre à 80% MG, salé",887.0,,,,,,,,,,,,,
"Beurre à 82% MG, doux, tendre",,,,,,,,,,,,,,
"Beurre à 60-62% MG, à teneur réduite en matière grasse, doux",660.0,304.0,,,,,,,,,,,,
"Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel",456.0,107.0,1.0,,,,0.0,,,,,,1.0,
"Beurre ou assimilé allégé (léger ou à teneur reduite en matière grasse), doux (aliment moyen)",,,,,,,,,,,,,,
"Beurre à teneur en matière grasse inconnue (allégé ou non), demi-sel (aliment moyen)",682.0,155.0,,,,,0.0,,,,,,,
"Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen)",672.0,166.0,,,7.0,15.0,,,,,,,,
"Beurre à 39-41% MG, léger, doux",,,,,,,,,,,,,,
"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux",342.0,491.0,,,,,,,,,,,,
"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux",448.0,732.0,,2.0,,,,,,,,,,
Huile ou beurre de cacao,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Huile ou graisse de coco (coprah), sans précision",0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Huile ou graisse de coco (coprah), raffinée",0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matière grasse ou graisse végétale solide (type margarine) pour friture,,,,,,,,,,,,,,
Huile ou beurre de karité,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Huile pour friture, sans précision",,,,,,,,,,,,,,
"Huile de palme, sans précision",0.0,0.0,,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de palme raffinée,0.0,,0.0,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Huile ou graisse de palmiste, sans précision",0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile végétale (aliment moyen),0.0,129.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'amandes d'abricot,0.0,0.0,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'amande,0.0,0.0,0.0,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'arachide,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'avocat,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de germe de blé,0.0,0.0,0.0,149.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de carthame,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de colza,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de coton,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de lin,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Huile de maïs,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de noisette,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de noix,0.0,,0.0,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'olive vierge extra,0.0,210.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de pavot,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de pépins de raisin,0.0,,,,189.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de son de riz,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de sésame,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de soja,0.0,0.0,0.0,,362.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de tournesol,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile combinée (mélange d'huiles),0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Huile combinée, mélange d'huile d'olive et de graines",0.0,0.0,5.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'argan ou d'argane,,,,,,,,,,,,,,
"Matière grasse végétale (type margarine) à 80% MG, salée",,,10.0,,,,,,,,,,,
"Matière grasse végétale ou margarine, 80% MG, doux",780.0,20.0,0.0,,0.0,,0.0,,,,,,,
"Matière grasse végétale (type margarine) à 70% MG, doux",,436.0,,25.0,,,,,,,,,,
"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",,528.0,,,,,,,,,,,,
"Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen)",,455.0,,,,,,,,,,,,
"Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen)",,516.0,,,,,,,,,,,,
"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux",566.0,438.0,,,,,,,,,,,,
"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel",650.0,457.0,,,,,,,,,,,,
"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3",508.0,438.0,,29.0,,,,,,,,,,
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3",,547.0,,,,,,,,,,,,
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel",45.0,507.0,,,,,,,,,,,,
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal",130.0,592.0,,,,,,,,,,,,
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3",,,,17.0,,,,,,,,,,
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux",,518.0,,,,,,,,,,,,
"Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal",,,,,,,,,,,,,,
Matière grasse mélangée (végétale et laitière) à 50-63% MG,128.0,880.0,,,,,,,,,,,,
"Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel",,,,8.0,,,,,,,,,,
"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG",,422.0,,,,,,,,,,,,
"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel",,,,5.0,,,,,,,,,,
Huile de foie de morue,30000.0,,250.0,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de sardine,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de saumon,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de hareng,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saindoux,9.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
"Lard gras, cru",5.0,0.0,,0.0,0.0,,,,,,,,1.0,
Graisse de poulet,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graisse de canard,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graisse d'oie,144.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graisse de dinde,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de paraffine,,0.0,,,,,,,,,,,,
Sauce (aliment moyen),,227.0,,,,,,,,,,,,
"Ketchup, préemballé",0.0,560.0,0.0,,,,,,,,,,,0.0
"Sauce tartare, préemballée",,,,,154.0,,,,,,,,,
"Mayonnaise (70% MG min.), préemballée",,,,,75.0,,,,,,,,,
"Ketchup allégé en sucres, préemballé",,,,,,,,,,,,,,
"Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée, préemballée",62.0,,,8.0,0.0,,,,,,,,,
"Sauce barbecue, préemballée",0.0,,,,,,,,,,,,,0.0
"Sauce soja, préemballée",0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,16.0,0.0
"Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), préemballée",,,,,,,,,,,,,,
"Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée",,185.0,,,0.0,,,,,,,,,
"Sauce vinaigrette (50 à 75% d'huile), préemballée",,30.0,0.0,,,,,,,,,,,
"Harissa (sauce condimentaire), préemballée",,4000.0,,,,,,,,,,,28.0,
"Sauce bourguignonne, préemballée",,1710.0,,,,,,,,,,,,
"Sauce moutarde, préemballée",44.0,29.0,,,,,,,,,,,20.0,
Sauce au yaourt,,,,,,,,,,,,,20.0,
"Sauce américaine, préemballée",,,,,,,,,,,,,,
"Sauce aïoli, préemballée",,,,,,,,,,,,,,
"Sauce crudités ou Sauce salade, préemballée",,,,,,,,,,,,,,
"Sauce Nuoc Mâm ou Sauce au poisson, préemballée",,,,,,,,,,,,,,
"Sauce burger, préemballée",,,,,,,,,,,,,,
"Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée",,,,,,,,,,,,,,
"Sauce kebab, préemballée",,,,,,,,,,,,,,
"Sauce rouille, préemballée",,,,,,,,,,,,,,
"Sauce au poivre, condimentaire, froide, préemballée",,,,,,,,,,,,,,
Sauce froide (aliment moyen),,227.0,,,,,,,,,,,,
Caviar de tomates,,2180.0,,,,,,,,,,,,
"Sauce soja sucrée, préemballée",,,,,,,,,,,,,,
"Sauce pour nems à base de nuoc-mam dilué, préemballée",,,,,,,,,,,,,,
"Sauce végétale type bolognaise, préemballée",,457.0,,,,,,,,,,,,
"Sauce teriyaki, préemballée",0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,8.0,0.0
"Tzatziki, à base yaourt, préemballé",,,,,,,,,,,,,,
"Tzatziki, à base fromage frais, préemballé",,,,,,,,,,,,,,
"Guacamole, préemballé",,100.0,,,,,359.0,,,,,,,
"Houmous, préemballé",,,,,,,,,,,,,,
"Caviar d'aubergine, préemballé",,,,,,,,,,,,,,
"Sauce béchamel, préemballée",64.0,20.0,,,,,,,,,,,,
"Sauce béarnaise, préemballée",,370.0,,,,,,,,,,,,
"Sauce hollandaise, préemballée",,200.0,,,,,,,,,,,,
"Sauce tomate aux oignons, préemballée",0.0,259.0,0.0,,,,,,,,,,9.0,0.0
"Sauce armoricaine, préemballée",,,,,,,,,,,,,,
"Sauce tomate à la viande ou Sauce bolognaise, préemballée",2.0,415.0,,,,,,,,,,,39.0,
"Sauce au poivre vert, préemballée",,,,,,,,,,,,,,
"Sauce madère, préemballée",,,,,,,,,,,,,,
"Sauce à l'échalote à la crème, préemballée",,,,,,,,,,,,,,
"Sauce carbonara, préemballée",,,,,,,,,,,,,,
"Sauce chasseur, préemballée",,,,,,,,,,,,,,
"Sauce au curry, préemballée",10.0,,,,,,,,,,,,,
"Sauce au beurre blanc, préemballée",,,,,,,,,,,,,,
"Sauce béchamel, maison",103.0,21.0,,,,,,,,,,,5.0,
"Sauce au beurre, préemballée",117.0,,,,,,,,,,,,22.0,
Sauce à la crème,,12.0,,,,,,,,,,,,
"Sauce aux champignons, préemballée",30.0,,,,,,,,,,,,28.0,
Sauce à la crème aux épices,,,,,,,,,,,,,,
Sauce à la crème aux herbes,,,,,,,,,,,,,,
"Sauce aigre douce, préemballée",0.0,0.0,0.0,,,,6.0,,,,,,11.0,0.0
Sauce au vin rouge,,134.0,,,,,,,,,,,,
"Sauce basquaise ou Sauce aux poivrons, préemballée",,,,,,,,,,,,,,
"Sauce tomate aux champignons, préemballée",,1070.0,,,,,,,,,,,,
"Sauce tomate aux olives, préemballée",,1720.0,,,,,,,,,,,,
"Sauce pesto, préemballée",13.0,831.0,,,127.0,,,,,,,,,
"Sauce au poivre, chaude, préemballée",,,,,,,,,,,,,,
"Sauce au fromage pour risotto ou pâtes, préemballée",,,,,,,,,,,,,,
"Sauce au roquefort, préemballée",,,,,,,,,,,,,,
"Sauce aux champignons et à la crème, préemballée",,,,,,,,,,,,,,
"Sauce grand veneur, préemballée",,,,,,,,,,,,,,
"Sauce indienne type tandoori ou tikka masala, préemballée",,,,,,,,,,,,,,
"Sauce tomate aux petits légumes, préemballée",,,,,,,,,,,,,,
"Sauce tomate au fromage, préemballée",,,,,,,,,,,,,,
"Sauce pesto rosso, préemballée",,,,,,,,,,,,,,
Sauce chaude (aliment moyen),,229.0,,,,,,,,,,,,
"Sauce à l'oseille, préemballée",,,,,,,,,,,,,,
"Céleri rémoulade, préemballé",,,,,,,,,,,,,,
"Meloukhia, sauce, artisanale",,83.0,,,,,,,,,,,,
"Sauce au chocolat, préemballée",,,,,,,,,,,,,,
"Crème anglaise, préemballée",,,,,,,,,,,,,,
"Cornichon, au vinaigre",0.0,369.0,0.0,,,,,,,,,,,0.0
Moutarde,0.0,51.0,0.0,,,,,,,,,,,0.0
Vinaigre,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
Moutarde à l'ancienne,,,,,,,,,,,,,18.0,
"Câpres, au vinaigre",0.0,83.0,0.0,,,,,,,,,,23.0,0.0
Tapenade,0.0,162.0,0.0,,,,,0.0,,,,,0.0,0.0
Oignon au vinaigre,,,,,,,7.0,,,,,,,0.0
Vinaigre de cidre,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinaigre balsamique,,,,,,,,,,,,,,
"Cornichon, aigre-doux",,,,,,,,,,,,,,
Vinaigre de vin rouge,,,,,,,,,,,,,,
"Olive noire, en saumure, égouttée",0.0,265.0,0.0,,,,,,,,,,,0.0
"Olive verte, en saumure, égouttée",0.0,,,,,,,,,,,,,0.0
"Olive noire, à l'huile (à la grecque)",0.0,,0.0,,,,,,,,,,,
"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",,,,,,,,,,,,,,
Olive (aliment moyen),,,,,,,,,,,,,,
Olive noire (aliment moyen),0.0,229.0,0.0,,,,,,,,,,,
"Bouillon de boeuf, déshydraté",0.0,,0.0,,,,0.0,,,,,,,
"Fond de veau pour sauces et cuisson, déshydraté",,,,,,,,,,,,,223.0,
"Fond de volaille pour sauces et cuisson, déshydraté",,,,,,,,,,,,,,
"Court-bouillon pour poissons, déshydraté",,,,,,,,,,,,,,
"Bouillon de volaille, déshydraté",,,,,,,,,,,,,,
"Gelée au madère, déshydratée",,,,,,,,,,,,,,
Gelée au madère,,,,,,,,,,,,,,
"Fond de veau, préemballé",,,,,,,,,,,,,,
"Pizza, sauce garniture pour",0.0,,0.0,,,,7.0,,,,,,22.0,0.0
"Bouillon de viande et légumes type pot-au-feu, déshydraté",,,,,,,,,,,,,10.0,
"Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté",,,,,,,,,,,,,,
"Bouillon de viande et légumes type pot-au-feu, dégraissé, déshydraté",,,,,,,,,,,,,,
"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sel au céleri,,,,,,,,,,,,,,
"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)",,,,,,,,,,,,,,
"Fleur de sel, non iodée, non fluorée",,,,,,,,,,,,,,
"Sel marin gris, non iodé, non fluoré",,,,,,,,,,,,,,
"Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)",,,,,,,,,,,,,,
"Curry, poudre",0.0,11.0,0.0,,,,,,,,,,56.0,0.0
"Gingembre, poudre",0.0,18.0,0.0,0.0,,,,,,,,,13.0,0.0
"Poivre noir, poudre",0.0,608.0,,,144.0,,,,,,,,,0.0
"Poivre blanc, poudre",0.0,,0.0,,0.0,,21.0,,,,,,10.0,0.0
"Cannelle, poudre",0.0,112.0,0.0,,,,,,,,,,6.0,0.0
"Coriandre, graine",0.0,,0.0,,,,21.0,,,,,,0.0,0.0
Safran,0.0,318.0,0.0,,,,,,,,,,93.0,0.0
"Cumin, graine",0.0,762.0,0.0,,,,,,,,,,10.0,0.0
Noix de muscade,0.0,28.0,0.0,0.0,0.0,,3.0,,,,,,76.0,0.0
Paprika,0.0,,0.0,,,,,,,,,,49.0,0.0
Clou de girofle,0.0,45.0,0.0,,142.0,,,,,,,,25.0,0.0
"Laurier, feuille",0.0,3710.0,0.0,,,,,,,,,,180.0,0.0
Quatre épices,0.0,,0.0,,,,,,,,,,36.0,0.0
"Vanille, gousse",,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
"Pavot, graine",0.0,,0.0,,0.0,,1.0,,,,,,82.0,0.0
"Carvi, graine",0.0,206.0,0.0,,0.0,,21.0,,,,,,10.0,0.0
"Vanille, extrait alcoolique",0.0,,0.0,,,,0.0,,,,,,0.0,0.0
"Fenouil, graine",0.0,81.0,0.0,,0.0,,21.0,,,,,,0.0,0.0
"Gingembre, racine crue",0.0,43.0,,,,,,,,,,,,0.0
"Cardamome, poudre",0.0,,0.0,,,,21.0,,,,,,,0.0
"Fenugrec, graine",0.0,,0.0,,,,3.0,,,,,,57.0,0.0
Epice (aliment moyen),0.0,576.0,,,118.0,,,,,,,,,0.0
Poivre de Cayenne ou piment de Cayenne,0.0,,0.0,,,,,,,,,,106.0,0.0
"Curcuma, poudre",0.0,,0.0,,,,,,,,,,20.0,0.0
"Vanille, extrait aqueux",0.0,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0
"Ail, cru",0.0,,,,,,,,,,,,,0.0
"Cerfeuil, frais",0.0,,,,,,37.0,,,,,,220.0,0.0
"Ciboule ou Ciboulette, fraîche",0.0,1610.0,0.0,,260.0,,,,,,,,,0.0
"Persil, frais",,5050.0,0.0,,1220.0,,177.0,,,,,,134.0,0.0
"Raifort, cru",0.0,11.0,0.0,0.0,,,152.0,,,,,,,0.0
"Menthe, fraîche",0.0,740.0,0.0,5.0,,,,,,,,,110.0,0.0
"Basilic, frais",0.0,3140.0,0.0,,415.0,,,,,,,,68.0,0.0
"Romarin, frais",0.0,,0.0,,,,,,,,,,109.0,0.0
"Sauge, fraîche",0.0,652.0,,,,,,,,,,,,
"Thym, frais",0.0,2850.0,0.0,,,,160.0,,,,,,45.0,0.0
Herbes aromatiques fraîches (aliment moyen),,3240.0,,,870.0,,103.0,,,,,,105.0,0.0
"Estragon, frais",,,,,,,,,,,,,,
"Aneth, frais",0.0,,0.0,,,,70.0,,,,,,116.0,0.0
"Coriandre, fraiche",0.0,3930.0,0.0,,310.0,,27.0,,,,,,62.0,0.0
"Ail, rôti/cuit au four",,,,,,,,,,,,,,
"Ail, sauté/poêlé, sans matière grasse",,,,,,,,,,,,,,
"Ail séché, poudre",0.0,0.0,0.0,,,,,,,,,,47.0,0.0
"Persil, séché",0.0,1150.0,0.0,,1360.0,,137.0,,,,,,187.0,0.0
"Menthe, séchée",0.0,,0.0,,,,0.0,,,,,,530.0,0.0
"Basilic, séché",0.0,378.0,0.0,,1710.0,,,,,,,,310.0,0.0
"Marjolaine, séchée",0.0,4810.0,0.0,,622.0,,,,,,,,274.0,0.0
"Origan, séché",0.0,1010.0,0.0,,622.0,,,,,,,,237.0,0.0
"Romarin, séché",0.0,,0.0,,,,,,,1.0,,,307.0,0.0
"Sauge, séchée",0.0,3490.0,0.0,,1710.0,,,,,,,,274.0,0.0
"Thym, séché",0.0,2260.0,0.0,,1710.0,,50.0,,,,,,274.0,0.0
"Herbes de Provence, séchées",0.0,,0.0,,,,54.0,,,,0.0,,274.0,0.0
"Sarriette, séchée",0.0,,0.0,,,,50.0,,,,,,,0.0
"Meloukhia, feuilles de corète séchées, en poudre",,2360.0,,,,,,,,,,,,
"Agar (algue), cru",0.0,0.0,0.0,,,,0.0,,,,,,85.0,0.0
"Agar (algue), séché",0.0,0.0,0.0,5.0,,,0.0,,,,,,580.0,0.0
"Spiruline (Spirulina sp.), séchée ou déshydratée",0.0,342.0,0.0,5.0,,,,,,,,,94.0,0.0
"Wakamé (Undaria pinnatifida), séchée ou déshydratée",,104000.0,0.0,,732.0,,28.0,,,,,,237.0,
"Laitue de mer (Ulva sp.), séchée ou déshydratée",,993.0,,,,,,,,,,,53.0,
"Kombu royal (Saccharina latissima), séchée ou déshydratée",,,,,,,,,,,,,,
"Nori (Porphyra sp.), séchée ou déshydratée",,,,,,,,,,,,,,
"Dulse (Palmaria palmata), séchée ou déshydratée",,15700.0,,,420.0,,,,,,,,92.0,
"Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée",,393000.0,0.0,,,,,,,,,,127.0,
"Kombu breton (Laminaria digitata), séchée ou déshydratée",,,,,,,,,,,,,,
"Haricot de mer (Himanthalia elongata), séchée ou déshydratée",,6620.0,,,,,,,,,,,,
"Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée",,,,,,,,,,,,,,
"Fucus vésiculeux (Fucus serratus ou Fucus vesiculosus), séché ou déshydraté",,12400.0,,,,,,,,,,,,
"Ao-nori (Enteromorpha sp.), séchée ou déshydratée",,,0.0,11.0,,,,,,,,,,
"Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté",,339.0,0.0,,,,,,,,,,866.0,
"Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté",,3730.0,,14.0,1020.0,,,,,,,,,
"Wakamé atlantique (Alaria esculenta), séchée ou déshydratée",,,,,,,,,,,,,,
Boisson diététique pour le sport,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Substitut de repas hypocalorique, crème dessert",151.0,,,,,,,,,,,,,
"Substitut de repas hypocalorique, prêt à boire",103.0,,,,,,,,,,,,,
"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé",93.0,,,,,,,,,,,,,
"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake",78.0,,,,,,,,,,,,36.0,
Son de blé,0.0,6.0,0.0,,,,0.0,,,,,,110.0,0.0
Son d'avoine,0.0,0.0,0.0,,,,0.0,,,,,,52.0,0.0
Son de maïs,0.0,32.0,0.0,,,,0.0,,,,,,4.0,0.0
Son de riz,0.0,0.0,0.0,,,,0.0,,,34.0,,,63.0,0.0
Son (aliment moyen),0.0,,0.0,,,,0.0,,,,,,,0.0
Germe de blé,0.0,,,,,,,,,,,,143.0,0.0
"Gélatine, sèche",0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0
Levure alimentaire,,,,,,,,,1.0,,,,697.0,
"Levure de boulanger, compressée",0.0,0.0,0.0,,0.0,,,,,,,,893.0,
"Levure de boulanger, déshydratée",0.0,0.0,0.0,0.0,,,,11.0,4.0,,,,2340.0,
Levure chimique ou Poudre à lever,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Préparation culinaire à base de soja, type ""crème de soja""",,,,,,,,,,,,,,
